1480057817	32251	163183	66254
1480057827	32394	163588	66403
1480057837	32477	164018	66606
1480057847	32555	164324	66780
1480057858	32595	164991	66966
1480057867	32601	165000	66972
1480057877	32748	165553	67142
1480057887	32894	166105	67370
1480057897	33015	166578	67512
1480057907	33145	167121	67723
1480057917	33295	167703	67977
1480057928	33420	168199	68099
1480057937	33542	168512	68271
1480057947	33635	169147	68401
1480057957	33699	169677	68547
1480057968	33782	169947	68762
1480057977	33782	170251	68762
1480057987	33909	170678	68894
1480057997	33956	171276	69035
1480058007	34016	171706	69282
1480058017	34135	172111	69539
1480058027	34268	172582	69669
1480058037	34407	172978	69896
1480058047	34563	173493	70037
1480058057	34671	173912	70256
1480058067	34745	173997	70342
1480058077	34827	174567	70610
1480058087	34880	175077	70712
1480058097	35005	175513	70910
1480058107	35165	175973	71138
1480058117	35286	176564	71355
1480058127	35435	177010	71600
1480058137	35590	177503	71734
1480058147	35733	177916	71973
1480058157	35854	178122	72175
1480058167	35951	178590	72314
1480058177	36038	179339	72682
1480058187	36079	179592	72853
1480058197	36079	179971	72877
1480058207	36135	180459	73120
1480058217	36207	180960	73362
1480058227	36349	181508	73590
1480058237	36454	181933	73735
1480058247	36562	182430	73882
1480058257	36634	182907	74016
1480058267	36781	183353	74280
1480058277	36931	183845	74498
1480058287	37008	184151	74583
1480058297	37080	184653	74725
1480058307	37080	185036	74822
1480058317	37175	185541	75041
1480058327	37274	186012	75243
1480058337	37320	186519	75383
1480058347	37447	186970	75527
1480058357	37505	187484	75688
1480058367	37612	187836	75951
1480058377	37708	188504	76156
1480058387	37816	188972	76356
1480058398	37856	189414	76627
1480058407	37910	189586	76677
1480058417	38011	190081	76757
1480058427	38141	190576	76981
1480058437	38288	191042	77179
1480058447	38388	191539	77376
1480058457	38518	191987	77509
1480058467	38666	192573	77765
1480058477	38779	193021	77888
1480058487	38898	193500	78008
1480058498	39025	193807	78200
1480058507	39143	194201	78435
1480058517	39223	194541	78529
1480058527	39275	194967	78605
1480058537	39380	195442	78763
1480058547	39469	195895	78891
1480058557	39580	196415	79038
1480058567	39740	196966	79255
1480058577	39883	197426	79522
1480058587	40040	197733	79657
1480058597	40190	198315	79843
1480058607	40330	198855	79988
1480058617	40434	199000	80120
1480058627	40466	199347	80157
1480058637	40489	199714	80330
1480058647	40592	200276	80575
1480058657	40632	200709	80805
1480058667	40732	201303	80935
1480058677	40777	201840	81204
1480058687	40817	202387	81446
1480058697	40938	202823	81593
1480058707	41007	203189	81777
1480058717	41137	203563	81995
1480058727	41209	203826	82105
1480058737	41305	204242	82276
1480058747	41433	204812	82538
1480058757	41522	205220	82714
1480058767	41616	205709	82838
1480058777	41739	206215	82996
1480058787	41856	206760	83258
1480058797	42014	207346	83424
1480058807	42073	207914	83632
1480058817	42217	208064	83870
1480058827	42269	208544	83954
1480058837	42351	208926	84158
1480058847	42410	209274	84323
1480058857	42546	209716	84445
1480058867	42595	210268	84591
1480058877	42725	210762	84804
1480058887	42875	211274	85039
1480058897	43035	211795	85252
1480058907	43144	212151	85387
1480058917	43222	212885	85606
1480058927	43301	213098	85782
1480058937	43423	213986	85908
1480058947	43527	214133	86154
1480058957	43527	214553	86288
1480058967	43681	214962	86479
1480058977	43744	215465	86655
1480058987	43838	216050	86856
1480058997	43944	216602	87110
1480059007	44072	217157	87272
1480059017	44113	217616	87516
1480059027	44259	218136	87659
1480059038	44411	218313	87827
1480059047	44530	219132	87984
1480059057	44612	219279	88139
1480059067	44612	219681	88191
1480059077	44675	220257	88378
1480059087	44732	220694	88540
1480059097	44843	221194	88662
1480059107	44889	221746	88792
1480059117	44988	222242	89038
